user_id,timestamp,channel,device,country,step,revenue_usd
U00100,2025-01-25 00:00:00,Direct,mobile,TW,view,
U00101,2025-02-27 00:00:00,Baidu,desktop,TW,view,
U00102,2025-01-18 00:00:00,Direct,desktop,SG,view,
U00102,2025-01-18 01:00:00,Direct,desktop,SG,search,
U00103,2025-03-09 00:00:00,Google,mobile,TH,view,
U00104,2025-01-08 00:00:00,Direct,mobile,JP,view,
U00105,2025-02-17 00:00:00,Facebook,desktop,JP,view,
U00105,2025-02-17 01:00:00,Facebook,desktop,JP,search,
U00106,2025-01-23 00:00:00,Baidu,mobile,KR,view,
U00107,2025-01-19 00:00:00,Direct,desktop,TW,view,
U00108,2025-02-06 00:00:00,Direct,desktop,SG,view,
U00109,2025-02-13 00:00:00,Facebook,desktop,TH,view,
U00110,2025-02-16 00:00:00,Email,desktop,TW,view,
U00110,2025-02-16 01:00:00,Email,desktop,TW,search,
U00110,2025-02-16 02:00:00,Email,desktop,TW,detail,
U00111,2025-03-24 00:00:00,Facebook,desktop,TH,view,
U00112,2025-01-13 00:00:00,Facebook,desktop,KR,view,
U00113,2025-03-09 00:00:00,Email,desktop,TH,view,
U00113,2025-03-09 01:00:00,Email,desktop,TH,search,
U00114,2025-02-24 00:00:00,Baidu,desktop,SG,view,
U00114,2025-02-24 01:00:00,Baidu,desktop,SG,search,
U00115,2025-02-26 00:00:00,Email,mobile,KR,view,
U00116,2025-01-13 00:00:00,Naver,mobile,TH,view,
U00116,2025-01-13 01:00:00,Naver,mobile,TH,search,
U00117,2025-01-06 00:00:00,Google,desktop,JP,view,
U00118,2025-02-11 00:00:00,Naver,desktop,TH,view,
U00119,2025-01-16 00:00:00,Email,desktop,TH,view,
U00120,2025-01-27 00:00:00,Facebook,mobile,TH,view,
U00121,2025-02-07 00:00:00,Naver,mobile,TW,view,
U00122,2025-03-16 00:00:00,Naver,desktop,JP,view,
U00123,2025-01-20 00:00:00,Baidu,desktop,TH,view,
U00124,2025-02-11 00:00:00,Direct,desktop,KR,view,
U00125,2025-01-13 00:00:00,Direct,mobile,KR,view,
U00126,2025-02-18 00:00:00,Facebook,mobile,TH,view,
U00127,2025-01-17 00:00:00,Facebook,desktop,TH,view,
U00128,2025-01-05 00:00:00,Naver,desktop,SG,view,
U00129,2025-02-03 00:00:00,Direct,mobile,JP,view,
U00130,2025-03-09 00:00:00,Direct,desktop,KR,view,
U00131,2025-02-23 00:00:00,Facebook,desktop,TH,view,
U00132,2025-03-27 00:00:00,Facebook,desktop,SG,view,
U00133,2025-02-04 00:00:00,Email,desktop,TH,view,
U00134,2025-01-14 00:00:00,Email,mobile,JP,view,
U00135,2025-02-24 00:00:00,Direct,desktop,KR,view,
U00135,2025-02-24 01:00:00,Direct,desktop,KR,search,
U00136,2025-03-19 00:00:00,Naver,desktop,TW,view,
U00137,2025-01-07 00:00:00,Facebook,mobile,JP,view,
U00138,2025-03-01 00:00:00,Email,mobile,SG,view,
U00139,2025-03-14 00:00:00,Google,desktop,JP,view,
U00139,2025-03-14 01:00:00,Google,desktop,JP,search,
U00140,2025-03-03 00:00:00,Naver,desktop,SG,view,
U00141,2025-03-21 00:00:00,Baidu,desktop,KR,view,
U00142,2025-02-28 00:00:00,Email,mobile,TW,view,
U00143,2025-02-25 00:00:00,Baidu,desktop,KR,view,
U00144,2025-01-22 00:00:00,Naver,mobile,JP,view,
U00145,2025-02-25 00:00:00,Email,desktop,SG,view,
U00145,2025-02-25 01:00:00,Email,desktop,SG,search,
U00146,2025-03-02 00:00:00,Naver,mobile,JP,view,
U00147,2025-02-18 00:00:00,Facebook,desktop,SG,view,
U00148,2025-03-19 00:00:00,Naver,desktop,TH,view,
U00149,2025-02-06 00:00:00,Baidu,mobile,TH,view,
U00150,2025-02-08 00:00:00,Email,mobile,SG,view,
U00151,2025-03-12 00:00:00,Naver,mobile,JP,view,
U00152,2025-03-22 00:00:00,Facebook,mobile,TW,view,
U00153,2025-03-14 00:00:00,Baidu,desktop,TH,view,
U00154,2025-01-01 00:00:00,Baidu,mobile,KR,view,
U00155,2025-03-18 00:00:00,Email,desktop,TW,view,
U00156,2025-03-29 00:00:00,Naver,mobile,TW,view,
U00156,2025-03-29 01:00:00,Naver,mobile,TW,search,
U00157,2025-03-06 00:00:00,Baidu,desktop,JP,view,
U00158,2025-02-25 00:00:00,Naver,mobile,KR,view,
U00159,2025-01-27 00:00:00,Facebook,desktop,SG,view,
U00160,2025-01-28 00:00:00,Direct,desktop,TH,view,
U00161,2025-03-01 00:00:00,Direct,desktop,JP,view,
U00162,2025-02-11 00:00:00,Email,desktop,SG,view,
U00162,2025-02-11 01:00:00,Email,desktop,SG,search,
U00163,2025-03-25 00:00:00,Baidu,desktop,TW,view,
U00164,2025-02-08 00:00:00,Naver,desktop,SG,view,
U00165,2025-03-25 00:00:00,Baidu,mobile,TH,view,
U00166,2025-03-14 00:00:00,Email,mobile,KR,view,
U00167,2025-02-14 00:00:00,Email,mobile,TW,view,
U00167,2025-02-14 01:00:00,Email,mobile,TW,search,
U00168,2025-03-20 00:00:00,Facebook,mobile,TW,view,
U00169,2025-01-13 00:00:00,Naver,desktop,SG,view,
U00170,2025-02-08 00:00:00,Direct,desktop,SG,view,
U00170,2025-02-08 01:00:00,Direct,desktop,SG,search,
U00171,2025-03-06 00:00:00,Naver,mobile,TW,view,
U00172,2025-03-11 00:00:00,Facebook,mobile,SG,view,
U00173,2025-03-15 00:00:00,Baidu,mobile,SG,view,
U00173,2025-03-15 01:00:00,Baidu,mobile,SG,search,
U00174,2025-01-17 00:00:00,Email,desktop,JP,view,
U00175,2025-03-09 00:00:00,Baidu,mobile,JP,view,
U00176,2025-02-15 00:00:00,Email,mobile,TW,view,
U00177,2025-02-07 00:00:00,Naver,desktop,JP,view,
U00178,2025-01-28 00:00:00,Direct,mobile,SG,view,
U00179,2025-01-25 00:00:00,Facebook,desktop,JP,view,
U00179,2025-01-25 01:00:00,Facebook,desktop,JP,search,
U00179,2025-01-25 02:00:00,Facebook,desktop,JP,detail,
U00180,2025-03-21 00:00:00,Facebook,desktop,KR,view,
U00181,2025-03-14 00:00:00,Baidu,mobile,SG,view,
U00181,2025-03-14 01:00:00,Baidu,mobile,SG,search,
U00182,2025-03-04 00:00:00,Naver,desktop,TH,view,
U00183,2025-03-15 00:00:00,Baidu,desktop,TH,view,
U00184,2025-03-28 00:00:00,Naver,desktop,TW,view,
U00185,2025-03-26 00:00:00,Naver,desktop,TH,view,
U00186,2025-02-10 00:00:00,Baidu,mobile,JP,view,
U00187,2025-03-31 00:00:00,Direct,desktop,JP,view,
U00188,2025-02-09 00:00:00,Baidu,mobile,TH,view,
U00189,2025-03-29 00:00:00,Facebook,mobile,TH,view,
U00190,2025-01-29 00:00:00,Direct,mobile,TW,view,
U00191,2025-01-23 00:00:00,Naver,mobile,SG,view,
U00192,2025-01-01 00:00:00,Facebook,mobile,TH,view,
U00192,2025-01-01 01:00:00,Facebook,mobile,TH,search,
U00193,2025-02-13 00:00:00,Google,mobile,TW,view,
U00193,2025-02-13 01:00:00,Google,mobile,TW,search,
U00194,2025-01-04 00:00:00,Direct,desktop,SG,view,
U00195,2025-03-13 00:00:00,Naver,mobile,TH,view,
U00196,2025-02-13 00:00:00,Naver,desktop,TH,view,
U00197,2025-03-26 00:00:00,Email,mobile,JP,view,
U00198,2025-03-26 00:00:00,Google,mobile,KR,view,
U00199,2025-02-28 00:00:00,Naver,desktop,SG,view,
U00200,2025-03-16 00:00:00,Naver,mobile,TH,view,
U00201,2025-03-11 00:00:00,Direct,mobile,SG,view,
U00202,2025-03-22 00:00:00,Facebook,mobile,TW,view,
U00203,2025-02-24 00:00:00,Baidu,mobile,SG,view,
U00204,2025-03-02 00:00:00,Email,mobile,TH,view,
U00205,2025-03-21 00:00:00,Google,mobile,JP,view,
U00206,2025-01-23 00:00:00,Facebook,mobile,TH,view,
U00207,2025-03-12 00:00:00,Naver,mobile,TH,view,
U00208,2025-02-16 00:00:00,Email,desktop,KR,view,
U00209,2025-03-27 00:00:00,Baidu,desktop,SG,view,
U00210,2025-01-03 00:00:00,Direct,mobile,TW,view,
U00210,2025-01-03 01:00:00,Direct,mobile,TW,search,
U00210,2025-01-03 02:00:00,Direct,mobile,TW,detail,
U00211,2025-01-14 00:00:00,Facebook,mobile,TH,view,
U00212,2025-01-30 00:00:00,Facebook,mobile,KR,view,
U00213,2025-02-04 00:00:00,Facebook,mobile,TH,view,
U00214,2025-01-22 00:00:00,Baidu,desktop,KR,view,
U00215,2025-02-17 00:00:00,Naver,desktop,TH,view,
U00216,2025-03-18 00:00:00,Google,mobile,KR,view,
U00217,2025-02-22 00:00:00,Google,mobile,TW,view,
U00218,2025-02-08 00:00:00,Facebook,desktop,JP,view,
U00219,2025-03-19 00:00:00,Email,desktop,KR,view,
U00220,2025-03-09 00:00:00,Google,desktop,KR,view,
U00221,2025-03-29 00:00:00,Naver,mobile,TH,view,
U00222,2025-02-21 00:00:00,Facebook,mobile,JP,view,
U00223,2025-03-30 00:00:00,Facebook,mobile,KR,view,
U00224,2025-01-25 00:00:00,Baidu,mobile,SG,view,
U00225,2025-03-18 00:00:00,Google,mobile,TH,view,
U00226,2025-02-13 00:00:00,Baidu,mobile,TH,view,
U00227,2025-03-23 00:00:00,Baidu,desktop,TW,view,
U00228,2025-01-05 00:00:00,Direct,desktop,TW,view,
U00229,2025-03-29 00:00:00,Baidu,desktop,JP,view,
U00230,2025-01-14 00:00:00,Facebook,desktop,TW,view,
U00231,2025-02-01 00:00:00,Email,desktop,KR,view,
U00232,2025-01-02 00:00:00,Facebook,desktop,TH,view,
U00233,2025-03-27 00:00:00,Baidu,desktop,JP,view,
U00234,2025-03-12 00:00:00,Facebook,desktop,SG,view,
U00235,2025-02-25 00:00:00,Baidu,mobile,JP,view,
U00236,2025-03-03 00:00:00,Baidu,mobile,SG,view,
U00236,2025-03-03 01:00:00,Baidu,mobile,SG,search,
U00236,2025-03-03 02:00:00,Baidu,mobile,SG,detail,
U00237,2025-02-17 00:00:00,Naver,mobile,SG,view,
U00238,2025-03-01 00:00:00,Email,mobile,SG,view,
U00239,2025-03-31 00:00:00,Naver,mobile,KR,view,
U00240,2025-02-22 00:00:00,Email,desktop,JP,view,
U00241,2025-01-10 00:00:00,Email,desktop,KR,view,
U00241,2025-01-10 01:00:00,Email,desktop,KR,search,
U00242,2025-01-26 00:00:00,Google,mobile,TH,view,
U00242,2025-01-26 01:00:00,Google,mobile,TH,search,
U00243,2025-03-13 00:00:00,Direct,desktop,SG,view,
U00244,2025-03-30 00:00:00,Naver,mobile,KR,view,
U00245,2025-03-05 00:00:00,Google,desktop,TW,view,
U00246,2025-03-04 00:00:00,Naver,desktop,KR,view,
U00247,2025-02-22 00:00:00,Facebook,desktop,SG,view,
U00248,2025-01-10 00:00:00,Email,desktop,JP,view,
U00248,2025-01-10 01:00:00,Email,desktop,JP,search,
U00249,2025-02-16 00:00:00,Baidu,mobile,TH,view,
U00250,2025-01-09 00:00:00,Naver,mobile,TH,view,
U00251,2025-03-05 00:00:00,Google,mobile,TH,view,
U00252,2025-01-16 00:00:00,Email,desktop,TH,view,
U00252,2025-01-16 01:00:00,Email,desktop,TH,search,
U00253,2025-01-28 00:00:00,Google,desktop,KR,view,
U00254,2025-01-30 00:00:00,Direct,desktop,KR,view,
U00254,2025-01-30 01:00:00,Direct,desktop,KR,search,
U00255,2025-02-20 00:00:00,Email,desktop,KR,view,
U00255,2025-02-20 01:00:00,Email,desktop,KR,search,
U00255,2025-02-20 02:00:00,Email,desktop,KR,detail,
U00256,2025-03-24 00:00:00,Google,desktop,TH,view,
U00257,2025-03-06 00:00:00,Facebook,desktop,TW,view,
U00257,2025-03-06 01:00:00,Facebook,desktop,TW,search,
U00258,2025-03-03 00:00:00,Naver,desktop,KR,view,
U00259,2025-03-24 00:00:00,Facebook,mobile,TH,view,
U00259,2025-03-24 01:00:00,Facebook,mobile,TH,search,
U00260,2025-03-11 00:00:00,Naver,mobile,TW,view,
U00261,2025-03-21 00:00:00,Baidu,mobile,KR,view,
U00262,2025-01-23 00:00:00,Facebook,mobile,TW,view,
U00262,2025-01-23 01:00:00,Facebook,mobile,TW,search,
U00263,2025-03-06 00:00:00,Direct,mobile,TH,view,
U00264,2025-02-24 00:00:00,Facebook,mobile,TW,view,
U00265,2025-01-14 00:00:00,Facebook,desktop,KR,view,
U00266,2025-03-29 00:00:00,Naver,mobile,TH,view,
U00267,2025-01-26 00:00:00,Google,mobile,TH,view,
U00267,2025-01-26 01:00:00,Google,mobile,TH,search,
U00268,2025-03-15 00:00:00,Baidu,mobile,KR,view,
U00269,2025-03-09 00:00:00,Facebook,desktop,TH,view,
U00270,2025-01-09 00:00:00,Baidu,mobile,JP,view,
U00271,2025-01-18 00:00:00,Naver,desktop,TW,view,
U00272,2025-03-26 00:00:00,Google,mobile,SG,view,
U00273,2025-03-29 00:00:00,Baidu,mobile,JP,view,
U00274,2025-02-27 00:00:00,Email,desktop,TH,view,
U00275,2025-02-10 00:00:00,Google,desktop,JP,view,
U00276,2025-01-17 00:00:00,Baidu,mobile,TH,view,
U00277,2025-01-13 00:00:00,Baidu,mobile,SG,view,
U00278,2025-03-25 00:00:00,Google,mobile,KR,view,
U00279,2025-01-17 00:00:00,Google,desktop,TH,view,
U00279,2025-01-17 01:00:00,Google,desktop,TH,search,
U00280,2025-01-18 00:00:00,Email,desktop,SG,view,
U00281,2025-03-18 00:00:00,Baidu,desktop,KR,view,
U00282,2025-01-01 00:00:00,Email,mobile,KR,view,
U00283,2025-03-08 00:00:00,Google,mobile,JP,view,
U00283,2025-03-08 01:00:00,Google,mobile,JP,search,
U00284,2025-03-06 00:00:00,Baidu,mobile,TW,view,
U00285,2025-03-05 00:00:00,Naver,mobile,SG,view,
U00286,2025-02-12 00:00:00,Facebook,desktop,TH,view,
U00286,2025-02-12 01:00:00,Facebook,desktop,TH,search,
U00287,2025-01-27 00:00:00,Naver,desktop,TW,view,
U00288,2025-01-25 00:00:00,Naver,desktop,TH,view,
U00289,2025-03-12 00:00:00,Direct,desktop,KR,view,
U00290,2025-01-22 00:00:00,Direct,mobile,TW,view,
U00290,2025-01-22 01:00:00,Direct,mobile,TW,search,
U00290,2025-01-22 02:00:00,Direct,mobile,TW,detail,
U00291,2025-03-10 00:00:00,Email,desktop,TH,view,
U00291,2025-03-10 01:00:00,Email,desktop,TH,search,
U00292,2025-03-24 00:00:00,Facebook,mobile,TW,view,
U00293,2025-03-03 00:00:00,Google,mobile,SG,view,
U00293,2025-03-03 01:00:00,Google,mobile,SG,search,
U00294,2025-01-27 00:00:00,Direct,desktop,TW,view,
U00295,2025-02-11 00:00:00,Email,desktop,KR,view,
U00296,2025-02-16 00:00:00,Baidu,desktop,JP,view,
U00297,2025-01-17 00:00:00,Facebook,mobile,TH,view,
U00298,2025-02-11 00:00:00,Facebook,mobile,TW,view,
U00299,2025-03-14 00:00:00,Email,desktop,KR,view,
U00300,2025-03-13 00:00:00,Baidu,desktop,JP,view,
U00301,2025-02-10 00:00:00,Email,desktop,KR,view,
U00302,2025-01-22 00:00:00,Direct,desktop,TW,view,
U00303,2025-01-20 00:00:00,Google,mobile,SG,view,
U00304,2025-02-19 00:00:00,Google,mobile,TH,view,
U00305,2025-01-04 00:00:00,Direct,desktop,SG,view,
U00306,2025-03-13 00:00:00,Email,mobile,KR,view,
U00307,2025-01-03 00:00:00,Facebook,mobile,KR,view,
U00308,2025-03-21 00:00:00,Direct,desktop,JP,view,
U00308,2025-03-21 01:00:00,Direct,desktop,JP,search,
U00308,2025-03-21 02:00:00,Direct,desktop,JP,detail,
U00309,2025-01-08 00:00:00,Naver,mobile,KR,view,
U00309,2025-01-08 01:00:00,Naver,mobile,KR,search,
U00309,2025-01-08 02:00:00,Naver,mobile,KR,detail,
U00310,2025-02-26 00:00:00,Email,desktop,TW,view,
U00311,2025-01-24 00:00:00,Baidu,mobile,TH,view,
U00312,2025-02-02 00:00:00,Facebook,desktop,SG,view,
U00312,2025-02-02 01:00:00,Facebook,desktop,SG,search,
U00313,2025-03-01 00:00:00,Facebook,desktop,JP,view,
U00314,2025-02-26 00:00:00,Facebook,mobile,TW,view,
U00315,2025-02-18 00:00:00,Baidu,desktop,TH,view,
U00316,2025-01-25 00:00:00,Baidu,mobile,SG,view,
U00317,2025-02-05 00:00:00,Google,mobile,SG,view,
U00318,2025-01-02 00:00:00,Google,mobile,JP,view,
U00319,2025-03-25 00:00:00,Facebook,mobile,TW,view,
U00320,2025-02-25 00:00:00,Google,desktop,JP,view,
U00321,2025-03-18 00:00:00,Google,desktop,TW,view,
U00322,2025-03-07 00:00:00,Facebook,mobile,TH,view,
U00323,2025-02-22 00:00:00,Baidu,desktop,TW,view,
U00323,2025-02-22 01:00:00,Baidu,desktop,TW,search,
U00324,2025-01-12 00:00:00,Google,mobile,JP,view,
U00324,2025-01-12 01:00:00,Google,mobile,JP,search,
U00325,2025-02-16 00:00:00,Google,mobile,TW,view,
U00325,2025-02-16 01:00:00,Google,mobile,TW,search,
U00326,2025-01-06 00:00:00,Direct,mobile,TW,view,
U00327,2025-02-08 00:00:00,Naver,mobile,TH,view,
U00328,2025-03-10 00:00:00,Naver,mobile,SG,view,
U00329,2025-03-01 00:00:00,Google,desktop,JP,view,
U00330,2025-02-11 00:00:00,Email,mobile,JP,view,
U00331,2025-03-13 00:00:00,Baidu,mobile,JP,view,
U00332,2025-01-18 00:00:00,Email,desktop,SG,view,
U00333,2025-03-20 00:00:00,Naver,mobile,TW,view,
U00334,2025-02-06 00:00:00,Direct,desktop,JP,view,
U00334,2025-02-06 01:00:00,Direct,desktop,JP,search,
U00335,2025-03-15 00:00:00,Google,desktop,TH,view,
U00336,2025-02-13 00:00:00,Naver,mobile,KR,view,
U00337,2025-02-21 00:00:00,Facebook,desktop,TW,view,
U00338,2025-02-12 00:00:00,Google,mobile,JP,view,
U00339,2025-02-04 00:00:00,Email,desktop,TW,view,
U00340,2025-03-12 00:00:00,Google,desktop,JP,view,
U00341,2025-01-03 00:00:00,Google,desktop,TH,view,
U00342,2025-02-11 00:00:00,Naver,desktop,SG,view,
U00343,2025-02-10 00:00:00,Baidu,desktop,KR,view,
U00344,2025-02-20 00:00:00,Baidu,desktop,SG,view,
U00345,2025-01-15 00:00:00,Naver,mobile,TH,view,
U00346,2025-03-23 00:00:00,Email,desktop,JP,view,
U00347,2025-01-29 00:00:00,Google,mobile,KR,view,
U00348,2025-02-16 00:00:00,Facebook,mobile,JP,view,
U00349,2025-01-24 00:00:00,Naver,mobile,JP,view,
U00350,2025-03-12 00:00:00,Email,desktop,SG,view,
U00351,2025-01-29 00:00:00,Direct,mobile,JP,view,
U00352,2025-01-14 00:00:00,Direct,mobile,JP,view,
U00353,2025-03-17 00:00:00,Baidu,desktop,SG,view,
U00353,2025-03-17 01:00:00,Baidu,desktop,SG,search,
U00354,2025-03-14 00:00:00,Google,desktop,JP,view,
U00355,2025-03-20 00:00:00,Google,desktop,TH,view,
U00356,2025-03-17 00:00:00,Direct,mobile,SG,view,
U00357,2025-01-08 00:00:00,Google,mobile,SG,view,
U00358,2025-01-20 00:00:00,Google,desktop,JP,view,
U00359,2025-03-07 00:00:00,Direct,desktop,TW,view,
U00360,2025-03-26 00:00:00,Email,desktop,JP,view,
U00361,2025-01-07 00:00:00,Baidu,desktop,JP,view,
U00362,2025-01-06 00:00:00,Baidu,mobile,TH,view,
U00363,2025-03-27 00:00:00,Direct,mobile,KR,view,
U00364,2025-03-25 00:00:00,Facebook,mobile,JP,view,
U00365,2025-02-09 00:00:00,Baidu,desktop,TH,view,
U00366,2025-02-15 00:00:00,Baidu,mobile,KR,view,
U00367,2025-03-25 00:00:00,Facebook,desktop,TH,view,
U00368,2025-03-10 00:00:00,Facebook,desktop,KR,view,
U00369,2025-02-14 00:00:00,Direct,mobile,SG,view,
U00370,2025-02-11 00:00:00,Naver,desktop,TH,view,
U00371,2025-02-19 00:00:00,Facebook,desktop,KR,view,
U00372,2025-01-13 00:00:00,Direct,mobile,TH,view,
U00373,2025-02-23 00:00:00,Facebook,desktop,SG,view,
U00373,2025-02-23 01:00:00,Facebook,desktop,SG,search,
U00374,2025-03-14 00:00:00,Naver,desktop,JP,view,
U00375,2025-02-03 00:00:00,Google,mobile,JP,view,
U00376,2025-02-16 00:00:00,Email,desktop,KR,view,
